model,policy,category,field,snippet,found
google__gemini-3-1-flash-lite-preview,myfitnesspal,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-flash-lite-preview,snapchat,biometric_data,collected.policy_snippet,On iOS we use Apple’s TrueDepth camera to improve the quality of Lenses.,true
google__gemini-3-1-flash-lite-preview,snapchat,biometric_data,stored.policy_snippet,"Note, however, that this information is used in real time — we don’t store this information on our servers or share it with third parties.",true
google__gemini-3-1-flash-lite-preview,snapchat,biometric_data,shared.policy_snippet,"Note, however, that this information is used in real time — we don’t store this information on our servers or share it with third parties.",true
google__gemini-3-1-flash-lite-preview,snapchat,biometric_data,retention_policy.policy_snippet_deletion,,empty
google__gemini-3-1-flash-lite-preview,snapchat,biometric_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-flash-lite-preview,snapchat,health_data,collected.policy_snippet,,empty
google__gemini-3-1-flash-lite-preview,snapchat,health_data,stored.policy_snippet,,empty
google__gemini-3-1-flash-lite-preview,snapchat,health_data,shared.policy_snippet,,empty
google__gemini-3-1-flash-lite-preview,snapchat,health_data,retention_policy.policy_snippet_deletion,,empty
google__gemini-3-1-flash-lite-preview,snapchat,health_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-flash-lite-preview,snapchat,physiological_data,collected.policy_snippet,"This includes usage information... and device information (such as... information from device sensors that measure the motion of your device or compasses and microphones, including whether you have headphones connected...)",false
google__gemini-3-1-flash-lite-preview,snapchat,physiological_data,stored.policy_snippet,"As a general rule, we keep information as long as you tell us to, and otherwise as long as we need it to provide our Services, or as required by law.",true
google__gemini-3-1-flash-lite-preview,snapchat,physiological_data,shared.policy_snippet,"We share your information with our service providers, who process that information on our behalf. For example, we rely on such Service Providers to... protect the services.",true
google__gemini-3-1-flash-lite-preview,snapchat,physiological_data,retention_policy.policy_snippet_deletion,"Although our systems are designed to delete some of your information automatically, we cannot promise that deletion will take place by a specific time.",true
google__gemini-3-1-flash-lite-preview,snapchat,physiological_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-flash-lite-preview,snapchat,physical_data,collected.policy_snippet,"If you use our commerce products to buy something, like those latest sneakers, we may ask you for payment and related information (like your physical address, so we can ship the product to you...); content and information about that content, and content you share and generate with our AI Features (content, or “Inputs,” including text, images, video, audio, precise location, and engagement...); device information (such as... information from device sensors that measure the motion of your device or compasses and microphones...); location information (precise location through methods like GPS signals).",false
google__gemini-3-1-flash-lite-preview,snapchat,physical_data,stored.policy_snippet,If location information is associated with a Snap — like those saved to Memories or posted to Snap Map or Spotlight — we’ll retain that location as long as we store the Snap.,true
google__gemini-3-1-flash-lite-preview,snapchat,physical_data,shared.policy_snippet,"We share your information with our service providers, who process that information on our behalf. For example, we rely on such Service Providers to facilitate payments, measure and optimize the performance of ads, or protect the services.",true
google__gemini-3-1-flash-lite-preview,snapchat,physical_data,retention_policy.policy_snippet_deletion,"Conversely, Snaps and Chats sent in Snapchat will be deleted by default from our servers within 24 hours after we detect they’ve been opened by all recipients or have expired, unless you’ve changed your default settings or decide to save something, in which case we will honor your choices.",true
google__gemini-3-1-flash-lite-preview,snapchat,physical_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-flash-lite-preview,snapchat,behavioral_data,collected.policy_snippet,"This includes usage information (information about how you interact with our Services — for example, which Lenses you view and apply, your premium subscriptions, Stories you watch, and how often you interact with other Snapchatters) and content information (information about content you create or provide, your engagement with the camera and creative tools, your interactions with My AI, and metadata — for example, information about the content itself like the date and time it was posted and who viewed it).",true
google__gemini-3-1-flash-lite-preview,snapchat,behavioral_data,stored.policy_snippet,"As a general rule, we keep information as long as you tell us to, and otherwise as long as we need it to provide our Services, or as required by law.",true
google__gemini-3-1-flash-lite-preview,snapchat,behavioral_data,shared.policy_snippet,"We share your information with our service providers, who process that information on our behalf. For example, we rely on such Service Providers to facilitate payments, measure and optimize the performance of ads, or protect the services.",true
google__gemini-3-1-flash-lite-preview,snapchat,behavioral_data,retention_policy.policy_snippet_deletion,"Although our systems are designed to delete some of your information automatically, we cannot promise that deletion will take place by a specific time.",true
google__gemini-3-1-flash-lite-preview,snapchat,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-flash-lite-preview,tiktok,biometric_data,collected.policy_snippet,"We detect and collect characteristics and features about the videos, images, and audio recordings that are part of your User Content, for example, by identifying objects and scenery, the existence or location within an image of a face or other body parts; and the text of words spoken in your User Content.",true
google__gemini-3-1-flash-lite-preview,tiktok,biometric_data,stored.policy_snippet,We retain information for as long as necessary to provide the Platform and for the other purposes set out in this Privacy Policy.,true
google__gemini-3-1-flash-lite-preview,tiktok,biometric_data,shared.policy_snippet,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services.",true
google__gemini-3-1-flash-lite-preview,tiktok,biometric_data,retention_policy.policy_snippet_deletion,"You can delete or ask us to delete your information. In-app controls enable you to: delete the content posted on your account, such as your User Content and your Account Information.",true
google__gemini-3-1-flash-lite-preview,tiktok,biometric_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-flash-lite-preview,tiktok,health_data,collected.policy_snippet,,empty
google__gemini-3-1-flash-lite-preview,tiktok,health_data,stored.policy_snippet,,empty
google__gemini-3-1-flash-lite-preview,tiktok,health_data,shared.policy_snippet,,empty
google__gemini-3-1-flash-lite-preview,tiktok,health_data,retention_policy.policy_snippet_deletion,,empty
google__gemini-3-1-flash-lite-preview,tiktok,health_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-flash-lite-preview,tiktok,physiological_data,collected.policy_snippet,,empty
google__gemini-3-1-flash-lite-preview,tiktok,physiological_data,stored.policy_snippet,,empty
google__gemini-3-1-flash-lite-preview,tiktok,physiological_data,shared.policy_snippet,,empty
google__gemini-3-1-flash-lite-preview,tiktok,physiological_data,retention_policy.policy_snippet_deletion,,empty
google__gemini-3-1-flash-lite-preview,tiktok,physiological_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-flash-lite-preview,tiktok,physical_data,collected.policy_snippet,"We collect the content you create, import, upload or publish through the Platform, such as photographs, videos, audio recordings... In addition, we collect location information (such as tourist attractions, shops, or other points of interest) if you choose to add the location information to your User Content... Also, where you enable location services for the TikTok app within your device settings, we collect approximate or precise location information from your device.",false
google__gemini-3-1-flash-lite-preview,tiktok,physical_data,stored.policy_snippet,We retain information for as long as necessary to provide the Platform and for the other purposes set out in this Privacy Policy.,true
google__gemini-3-1-flash-lite-preview,tiktok,physical_data,shared.policy_snippet,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services... We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners",true
google__gemini-3-1-flash-lite-preview,tiktok,physical_data,retention_policy.policy_snippet_deletion,"You can delete or ask us to delete your information. In-app controls enable you to: delete the content posted on your account, such as your User Content and your Account Information.",true
google__gemini-3-1-flash-lite-preview,tiktok,physical_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-flash-lite-preview,tiktok,behavioral_data,collected.policy_snippet,"We collect information about how you engage with the Platform, including information about how you interact with content and ads, the duration and frequency of your use, your engagement with other users, and your search history. We also collect information about your interactions with websites when you use our in-app browser.",true
google__gemini-3-1-flash-lite-preview,tiktok,behavioral_data,stored.policy_snippet,We retain information for as long as necessary to provide the Platform and for the other purposes set out in this Privacy Policy.,true
google__gemini-3-1-flash-lite-preview,tiktok,behavioral_data,shared.policy_snippet,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services.",true
google__gemini-3-1-flash-lite-preview,tiktok,behavioral_data,retention_policy.policy_snippet_deletion,"You can delete or ask us to delete your information. In-app controls enable you to: delete the content posted on your account, such as your User Content and your Account Information. delete your full account.",true
google__gemini-3-1-flash-lite-preview,tiktok,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,amazon,biometric_data,collected.policy_snippet,the voice recordings you used to teach Alexa your voice when you created a voice ID,true
google__gemini-3-1-pro-preview,amazon,biometric_data,stored.policy_snippet,"if you choose not to save any voice recordings, voice IDs associated with your account will be deleted",true
google__gemini-3-1-pro-preview,amazon,biometric_data,shared.policy_snippet,,empty
google__gemini-3-1-pro-preview,amazon,biometric_data,retention_policy.policy_snippet_deletion,"if you choose not to save any voice recordings, voice IDs associated with your account will be deleted",true
google__gemini-3-1-pro-preview,amazon,biometric_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,amazon,health_data,collected.policy_snippet,,empty
google__gemini-3-1-pro-preview,amazon,health_data,stored.policy_snippet,,empty
google__gemini-3-1-pro-preview,amazon,health_data,shared.policy_snippet,,empty
google__gemini-3-1-pro-preview,amazon,health_data,retention_policy.policy_snippet_deletion,,empty
google__gemini-3-1-pro-preview,amazon,health_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,amazon,physiological_data,collected.policy_snippet,,empty
google__gemini-3-1-pro-preview,amazon,physiological_data,stored.policy_snippet,,empty
google__gemini-3-1-pro-preview,amazon,physiological_data,shared.policy_snippet,,empty
google__gemini-3-1-pro-preview,amazon,physiological_data,retention_policy.policy_snippet_deletion,,empty
google__gemini-3-1-pro-preview,amazon,physiological_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,amazon,physical_data,collected.policy_snippet,"When you use our voice, image and camera services, we use your voice input, images, videos, and other personal information to respond to your requests, provide the requested service to you, and improve our services.",true
google__gemini-3-1-pro-preview,amazon,physical_data,stored.policy_snippet,images and videos collected or stored in connection with Amazon Services;,true
google__gemini-3-1-pro-preview,amazon,physical_data,shared.policy_snippet,"These third-party service providers have access to personal information needed to perform their functions, but may not use it for other purposes.",true
google__gemini-3-1-pro-preview,amazon,physical_data,retention_policy.policy_snippet_deletion,"Yes, you can choose to automatically delete your voice recordings, text transcripts, and typed requests to Alexa after a specified period of time (3 or 18 months)",true
google__gemini-3-1-pro-preview,amazon,physical_data,retention_policy.policy_snippet_inactivity,"we will delete the voice recordings, text transcripts, and typed requests associated with a chat once the specified period of time has passed since your last request to Alexa within that chat.",true
google__gemini-3-1-pro-preview,amazon,behavioral_data,collected.policy_snippet,"the full Uniform Resource Locator (URL) clickstream to, through, and from our websites, including date and time; products and content you viewed or searched for; page response times, download errors, length of visits to certain pages, and page interaction information (such as scrolling, clicks, and mouse-overs)",true
google__gemini-3-1-pro-preview,amazon,behavioral_data,stored.policy_snippet,"We automatically collect and store certain types of information about your use of Amazon Services, including information about your interaction with products, content, and services available through Amazon Services.",true
google__gemini-3-1-pro-preview,amazon,behavioral_data,shared.policy_snippet,"These third-party service providers have access to personal information needed to perform their functions, but may not use it for other purposes.",true
google__gemini-3-1-pro-preview,amazon,behavioral_data,retention_policy.policy_snippet_deletion,"Yes, you can choose to automatically delete your voice recordings, text transcripts, and typed requests to Alexa after a specified period of time (3 or 18 months)",true
google__gemini-3-1-pro-preview,amazon,behavioral_data,retention_policy.policy_snippet_inactivity,"we will delete the voice recordings, text transcripts, and typed requests associated with a chat once the specified period of time has passed since your last request to Alexa within that chat.",true
google__gemini-3-1-pro-preview,apple_health_app,biometric_data,collected.policy_snippet,,empty
google__gemini-3-1-pro-preview,apple_health_app,biometric_data,stored.policy_snippet,,empty
google__gemini-3-1-pro-preview,apple_health_app,biometric_data,shared.policy_snippet,,empty
google__gemini-3-1-pro-preview,apple_health_app,biometric_data,retention_policy.policy_snippet_deletion,,empty
google__gemini-3-1-pro-preview,apple_health_app,biometric_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,apple_health_app,health_data,collected.policy_snippet,"The limited categories of personal data that we may collect when you use our products or services or contact us, which may constitute consumer health personal data, include those below. These are only collected in very limited cases, with example scenarios as noted: Physical or mental health or condition, including information about your health conditions, symptoms, status, diagnoses, testing, or treatments.",true
google__gemini-3-1-pro-preview,apple_health_app,health_data,stored.policy_snippet,"For instance, if you choose to sync your data across your devices or store data in iCloud, depending on how you use our features and the information saved to your account, this could include health-related information.",true
google__gemini-3-1-pro-preview,apple_health_app,health_data,shared.policy_snippet,"Apple may disclose information, including each of the categories of consumer health personal data with Apple-affiliated companies, service providers who act on our behalf, and others as reasonably necessary in order to provide you with the products or features you have requested",true
google__gemini-3-1-pro-preview,apple_health_app,health_data,retention_policy.policy_snippet_deletion,"At Apple, we respect your ability to know, access, correct, transfer, restrict the processing of, and delete your personal data.",true
google__gemini-3-1-pro-preview,apple_health_app,health_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,apple_health_app,physiological_data,collected.policy_snippet,"For instance, if you choose to participate in an Apple-sponsored health study, you may be asked to provide information about your symptoms or vital signs (for example, heart rate) as part of your consent to participate in the study.",true
google__gemini-3-1-pro-preview,apple_health_app,physiological_data,stored.policy_snippet,"For instance, if you choose to sync your data across your devices or store data in iCloud, depending on how you use our features and the information saved to your account, this could include health-related information.",true
google__gemini-3-1-pro-preview,apple_health_app,physiological_data,shared.policy_snippet,"Apple may disclose information, including each of the categories of consumer health personal data with Apple-affiliated companies, service providers who act on our behalf, and others as reasonably necessary in order to provide you with the products or features you have requested",true
google__gemini-3-1-pro-preview,apple_health_app,physiological_data,retention_policy.policy_snippet_deletion,"At Apple, we respect your ability to know, access, correct, transfer, restrict the processing of, and delete your personal data.",true
google__gemini-3-1-pro-preview,apple_health_app,physiological_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,apple_health_app,physical_data,collected.policy_snippet,"If you choose to enable Advanced Data Protection, the majority of your iCloud data — including iCloud Backup, Photos, Notes, and more — is protected using end-to-end encryption.",true
google__gemini-3-1-pro-preview,apple_health_app,physical_data,stored.policy_snippet,"Even if you store data in iCloud using the Standard Data Protection, your iCloud data is encrypted and the encryption keys are secured in Apple data centers so that we can help you with data recovery.",true
google__gemini-3-1-pro-preview,apple_health_app,physical_data,shared.policy_snippet,"Apple may disclose information, including each of the categories of consumer health personal data with Apple-affiliated companies, service providers who act on our behalf, and others as reasonably necessary",true
google__gemini-3-1-pro-preview,apple_health_app,physical_data,retention_policy.policy_snippet_deletion,"At Apple, we respect your ability to know, access, correct, transfer, restrict the processing of, and delete your personal data.",true
google__gemini-3-1-pro-preview,apple_health_app,physical_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,apple_health_app,behavioral_data,collected.policy_snippet,"we may collect information about the apps you download in the App Store in order to provide you the App Store and content you requested, and to personalize your experience.",true
google__gemini-3-1-pro-preview,apple_health_app,behavioral_data,stored.policy_snippet,"if you choose to sync your data across your devices or store data in iCloud, depending on how you use our features and the information saved to your account, this could include health-related information.",true
google__gemini-3-1-pro-preview,apple_health_app,behavioral_data,shared.policy_snippet,"Apple may disclose information, including each of the categories of consumer health personal data with Apple-affiliated companies, service providers who act on our behalf, and others as reasonably necessary",true
google__gemini-3-1-pro-preview,apple_health_app,behavioral_data,retention_policy.policy_snippet_deletion,"At Apple, we respect your ability to know, access, correct, transfer, restrict the processing of, and delete your personal data.",true
google__gemini-3-1-pro-preview,apple_health_app,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,huawei,biometric_data,collected.policy_snippet,,empty
google__gemini-3-1-pro-preview,huawei,biometric_data,stored.policy_snippet,,empty
google__gemini-3-1-pro-preview,huawei,biometric_data,shared.policy_snippet,,empty
google__gemini-3-1-pro-preview,huawei,biometric_data,retention_policy.policy_snippet_deletion,,empty
google__gemini-3-1-pro-preview,huawei,biometric_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,huawei,health_data,collected.policy_snippet,,empty
google__gemini-3-1-pro-preview,huawei,health_data,stored.policy_snippet,,empty
google__gemini-3-1-pro-preview,huawei,health_data,shared.policy_snippet,,empty
google__gemini-3-1-pro-preview,huawei,health_data,retention_policy.policy_snippet_deletion,,empty
google__gemini-3-1-pro-preview,huawei,health_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,huawei,physiological_data,collected.policy_snippet,,empty
google__gemini-3-1-pro-preview,huawei,physiological_data,stored.policy_snippet,,empty
google__gemini-3-1-pro-preview,huawei,physiological_data,shared.policy_snippet,,empty
google__gemini-3-1-pro-preview,huawei,physiological_data,retention_policy.policy_snippet_deletion,,empty
google__gemini-3-1-pro-preview,huawei,physiological_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,huawei,physical_data,collected.policy_snippet,"The personal data we collect includes name, gender, enterprise name, job position, postal and email addresses, phone number, login information (account and password), photos, and certificate information, etc.",true
google__gemini-3-1-pro-preview,huawei,physical_data,stored.policy_snippet,"We will retain your personal information for no longer than is necessary for the purposes stated in this Policy, unless otherwise extending the retention period is required or permitted by law.",true
google__gemini-3-1-pro-preview,huawei,physical_data,shared.policy_snippet,"Huawei shares your personal data with other partners, as described in this Policy, when services are provided by partners authorized by Huawei.",true
google__gemini-3-1-pro-preview,huawei,physical_data,retention_policy.policy_snippet_deletion,"After you deregister your account, we will stop providing you with products and services through your account and delete your relevant personal data, provided that deletion is not otherwise stipulated by special legal requirements.",true
google__gemini-3-1-pro-preview,huawei,physical_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,huawei,behavioral_data,collected.policy_snippet,"We may also obtain data by recording how you interact with our websites, products, or services.",true
google__gemini-3-1-pro-preview,huawei,behavioral_data,stored.policy_snippet,"We will retain your personal information for no longer than is necessary for the purposes stated in this Policy, unless otherwise extending the retention period is required or permitted by law.",true
google__gemini-3-1-pro-preview,huawei,behavioral_data,shared.policy_snippet,"Huawei shares your personal data with other partners, as described in this Policy, when services are provided by partners authorized by Huawei.",true
google__gemini-3-1-pro-preview,huawei,behavioral_data,retention_policy.policy_snippet_deletion,"After you deregister your account, we will stop providing you with products and services through your account and delete your relevant personal data, provided that deletion is not otherwise stipulated by special legal requirements.",true
google__gemini-3-1-pro-preview,huawei,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,myfitnesspal,biometric_data,collected.policy_snippet,,empty
google__gemini-3-1-pro-preview,myfitnesspal,biometric_data,stored.policy_snippet,,empty
google__gemini-3-1-pro-preview,myfitnesspal,biometric_data,shared.policy_snippet,,empty
google__gemini-3-1-pro-preview,myfitnesspal,biometric_data,retention_policy.policy_snippet_deletion,,empty
google__gemini-3-1-pro-preview,myfitnesspal,biometric_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,myfitnesspal,health_data,collected.policy_snippet,Food and Activity Diary Data may include sensitive personal information when the information indicates or allows someone to infer a health condition.,true
google__gemini-3-1-pro-preview,myfitnesspal,health_data,stored.policy_snippet,We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy (including to satisfy our legal or reporting requirements),true
google__gemini-3-1-pro-preview,myfitnesspal,health_data,shared.policy_snippet,"We may disclose your personal information to our research partners, including those that perform surveys or research projects in partnership with us or on our behalf.",true
google__gemini-3-1-pro-preview,myfitnesspal,health_data,retention_policy.policy_snippet_deletion,"We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy (including to satisfy our legal or reporting requirements), unless a longer retention period is required or allowed under law.",true
google__gemini-3-1-pro-preview,myfitnesspal,health_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,myfitnesspal,physiological_data,collected.policy_snippet,"Certain connected devices, such as heart rate monitors, Continuous Glucose Monitoring devices, activity trackers, exercise equipment, scales, and/or wearables, that integrate with the Services, may allow us to collect Food and Activity Diary Data with your permission.",true
google__gemini-3-1-pro-preview,myfitnesspal,physiological_data,stored.policy_snippet,"We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy (including to satisfy our legal or reporting requirements), unless a longer retention period is required or allowed under law.",true
google__gemini-3-1-pro-preview,myfitnesspal,physiological_data,shared.policy_snippet,"We may disclose your personal information to third parties that provide business, professional, or technical support services to us and/or perform functions on our behalf to provide the Services.",true
google__gemini-3-1-pro-preview,myfitnesspal,physiological_data,retention_policy.policy_snippet_deletion,"We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy (including to satisfy our legal or reporting requirements), unless a longer retention period is required or allowed under law.",true
google__gemini-3-1-pro-preview,myfitnesspal,physiological_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,myfitnesspal,physical_data,collected.policy_snippet,"Account and Profile Information. This includes your name, email address, general location information (country/zip code), profile image or photo (if you choose to provide one), username and password, date of birth, and sex.",true
google__gemini-3-1-pro-preview,myfitnesspal,physical_data,stored.policy_snippet,We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy,true
google__gemini-3-1-pro-preview,myfitnesspal,physical_data,shared.policy_snippet,We may disclose your personal information to other MyFitnessPal users in the context of specific features that are social in nature as part of the Services.,true
google__gemini-3-1-pro-preview,myfitnesspal,physical_data,retention_policy.policy_snippet_deletion,"We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy (including to satisfy our legal or reporting requirements), unless a longer retention period is required or allowed under law.",true
google__gemini-3-1-pro-preview,myfitnesspal,physical_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,myfitnesspal,behavioral_data,collected.policy_snippet,"Certain features of our Services allow you to voluntarily share information about your dietary habits and activities you engage in. This includes your: Dietary habits; Food, drink, and medications you consume",true
google__gemini-3-1-pro-preview,myfitnesspal,behavioral_data,stored.policy_snippet,"We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy (including to satisfy our legal or reporting requirements), unless a longer retention period is required or allowed under law.",true
google__gemini-3-1-pro-preview,myfitnesspal,behavioral_data,shared.policy_snippet,"We may disclose your personal information, including device and browser information and activity and usage information, to our marketing and advertising partners, including social media platforms, third-party advertising networks",true
google__gemini-3-1-pro-preview,myfitnesspal,behavioral_data,retention_policy.policy_snippet_deletion,"We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy... To determine the appropriate retention period for personal information, we consider the amount, nature, and sensitivity",true
google__gemini-3-1-pro-preview,myfitnesspal,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,snapchat,biometric_data,collected.policy_snippet,,empty
google__gemini-3-1-pro-preview,snapchat,biometric_data,stored.policy_snippet,,empty
google__gemini-3-1-pro-preview,snapchat,biometric_data,shared.policy_snippet,,empty
google__gemini-3-1-pro-preview,snapchat,biometric_data,retention_policy.policy_snippet_deletion,,empty
google__gemini-3-1-pro-preview,snapchat,biometric_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,snapchat,health_data,collected.policy_snippet,,empty
google__gemini-3-1-pro-preview,snapchat,health_data,stored.policy_snippet,,empty
google__gemini-3-1-pro-preview,snapchat,health_data,shared.policy_snippet,,empty
google__gemini-3-1-pro-preview,snapchat,health_data,retention_policy.policy_snippet_deletion,,empty
google__gemini-3-1-pro-preview,snapchat,health_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,snapchat,physiological_data,collected.policy_snippet,,empty
google__gemini-3-1-pro-preview,snapchat,physiological_data,stored.policy_snippet,,empty
google__gemini-3-1-pro-preview,snapchat,physiological_data,shared.policy_snippet,,empty
google__gemini-3-1-pro-preview,snapchat,physiological_data,retention_policy.policy_snippet_deletion,,empty
google__gemini-3-1-pro-preview,snapchat,physiological_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,snapchat,physical_data,collected.policy_snippet,"images and other information from your device’s camera, photos, and microphone (like the ability to take photos, videos, view stored photos and videos, and access the microphone to record audio while recording video), and location information (precise location through methods like GPS signals).",true
google__gemini-3-1-pro-preview,snapchat,physical_data,stored.policy_snippet,we store location information for different lengths of time based on how precise it is and which Services you use.,true
google__gemini-3-1-pro-preview,snapchat,physical_data,shared.policy_snippet,"we may share your information with your friends on Snapchat or other Snapchatters. For example, the content you post to Stories, or your status as a premium subscriber, can be viewed by your Friends",true
google__gemini-3-1-pro-preview,snapchat,physical_data,retention_policy.policy_snippet_deletion,Snaps and Chats sent in Snapchat will be deleted by default from our servers within 24 hours after we detect they’ve been opened by all recipients or have expired,true
google__gemini-3-1-pro-preview,snapchat,physical_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,snapchat,behavioral_data,collected.policy_snippet,"This includes usage information (information about how you interact with our Services — for example, which Lenses you view and apply, your premium subscriptions, Stories you watch, and how often you interact with other Snapchatters)",true
google__gemini-3-1-pro-preview,snapchat,behavioral_data,stored.policy_snippet,"As a general rule, we keep information as long as you tell us to, and otherwise as long as we need it to provide our Services, or as required by law.",true
google__gemini-3-1-pro-preview,snapchat,behavioral_data,shared.policy_snippet,"We share your information, such as device and usage information, with industry partners working to prevent fraud.",true
google__gemini-3-1-pro-preview,snapchat,behavioral_data,retention_policy.policy_snippet_deletion,"Although our systems are designed to delete some of your information automatically, we cannot promise that deletion will take place by a specific time.",true
google__gemini-3-1-pro-preview,snapchat,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,tiktok,biometric_data,collected.policy_snippet,"This information includes your device model, operating system, keystroke patterns or rhythms, IP address, system language and device settings.",true
google__gemini-3-1-pro-preview,tiktok,biometric_data,stored.policy_snippet,"We store the information described in the “What Information We Collect” section in servers located in the United States, Malaysia and Singapore.",true
google__gemini-3-1-pro-preview,tiktok,biometric_data,shared.policy_snippet,"We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform, or with whom we have a commercial relationship.",true
google__gemini-3-1-pro-preview,tiktok,biometric_data,retention_policy.policy_snippet_deletion,We retain information for as long as necessary to provide the Platform and for the other purposes set out in this Privacy Policy.,true
google__gemini-3-1-pro-preview,tiktok,biometric_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,tiktok,health_data,collected.policy_snippet,,empty
google__gemini-3-1-pro-preview,tiktok,health_data,stored.policy_snippet,,empty
google__gemini-3-1-pro-preview,tiktok,health_data,shared.policy_snippet,,empty
google__gemini-3-1-pro-preview,tiktok,health_data,retention_policy.policy_snippet_deletion,,empty
google__gemini-3-1-pro-preview,tiktok,health_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,tiktok,physiological_data,collected.policy_snippet,,empty
google__gemini-3-1-pro-preview,tiktok,physiological_data,stored.policy_snippet,,empty
google__gemini-3-1-pro-preview,tiktok,physiological_data,shared.policy_snippet,,empty
google__gemini-3-1-pro-preview,tiktok,physiological_data,retention_policy.policy_snippet_deletion,,empty
google__gemini-3-1-pro-preview,tiktok,physiological_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,tiktok,physical_data,collected.policy_snippet,"We collect the content you create, import, upload or publish through the Platform, such as photographs, videos, audio recordings",true
google__gemini-3-1-pro-preview,tiktok,physical_data,stored.policy_snippet,"We store the information described in the “What Information We Collect” section in servers located in the United States, Malaysia and Singapore.",true
google__gemini-3-1-pro-preview,tiktok,physical_data,shared.policy_snippet,"Based on your privacy settings, your information, including your Account Information, User Content, and Usage Information may be visible to other users and the public.",true
google__gemini-3-1-pro-preview,tiktok,physical_data,retention_policy.policy_snippet_deletion,"delete the content posted on your account, such as your User Content and your Account Information.",true
google__gemini-3-1-pro-preview,tiktok,physical_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-pro-preview,tiktok,behavioral_data,collected.policy_snippet,"We collect information about how you engage with the Platform, including information about how you interact with content and ads, the duration and frequency of your use, your engagement with other users, and your search history.",true
google__gemini-3-1-pro-preview,tiktok,behavioral_data,stored.policy_snippet,We retain information for as long as necessary to provide the Platform and for the other purposes set out in this Privacy Policy.,true
